x,y,name,Label,.ggraph.orig_index,circular,.ggraph.index
-2035.6015573236082,-252.51380875508383,Name: Agent0MDLinker,Name,69,FALSE,69
-1999.082345416749,-265.45411127075675,Name: AgentOJUnitFix,Name,70,FALSE,70
-2062.0338887501666,-328.4440215951663,Name: AgentHelperTwo,Name,71,FALSE,71
-2020.4521764532283,-361.62563780593115,Name: AgentCustom008,Name,72,FALSE,72
-2046.2733026647672,-312.94565511657294,Name: OpenAITestHelper,Name,73,FALSE,73
-2030.2137908814736,-376.1732914997517,Name: AgentMine,Name,74,FALSE,74
-1970.061152915297,-401.01394445002774,Name: ResearchHelper1781814691,Name,75,FALSE,75
-2098.9871522751996,-434.57581851753963,Name: MassSecWin12,Name,76,FALSE,76
-2198.0397668757014,-149.16006018417283,Name: Agent0Mass,Name,77,FALSE,77
-2145.1102889668077,-254.32308928415358,Name: FutureRangeResearchHelper,Name,78,FALSE,78
-2153.776250269126,-298.3447549973338,Name: AgentPostNewOne,Name,79,FALSE,79
-1999.1538012056799,-293.05113614597315,Name: AgentOJUnitLinks,Name,80,FALSE,80
-2203.993160132272,84.37705416754481,Name: WowUser,Name,81,FALSE,81
-2183.1405825032675,46.14755889628027,Name: ResearchHelper1781815848,Name,82,FALSE,82
-2202.6065467493613,-43.12070488615367,Name: ResearchHelper1781816252,Name,83,FALSE,83
-2124.480923444002,-284.9394422405139,Name: ResearchHelper1781816930,Name,84,FALSE,84
-2050.0008218527337,-278.4373588699323,Name: GroupUpdate728,Name,85,FALSE,85
-1665.1915923641077,-135.87954957651195,Name: Agent0TXJune,Name,86,FALSE,86
-1774.5046050741184,-301.31774840095045,Name: ResearchHelper,Name,87,FALSE,87
-2446.3486187637814,-117.40940132121378,Name: ProxyJun,Name,88,FALSE,88
-2155.3784150506804,-474.62091283336645,Name: WikiUser,Name,89,FALSE,89
-2072.0955146068604,-424.7450383792284,Name: ResearchDataHelper2027,Name,90,FALSE,90
-2023.6517642521612,21.743043854530196,Name: AgentAwesomeXYZ,Name,91,FALSE,91
-1758.4073563267693,-143.46055759850387,Name: TestUserName,Name,92,FALSE,92
-1921.7651611487554,-339.80073606630145,Name: AgentResearchValid,Name,93,FALSE,93
-1678.5033466877564,-10.513106093431306,Name: ResearchHelperNacogJun22,Name,94,FALSE,94
-2203.9821125669005,-573.7988492022675,Name: TexasResearchHelper,Name,95,FALSE,95
-439.5752642628128,-405.48535571788784,Name: Agent0ResearchX,Name,96,FALSE,96
-2024.737942461283,-205.0505560824797,Name: AgentSolve,Name,97,FALSE,97
-2384.4906948298653,-492.9644060157803,Name: AgentMassUnique012,Name,98,FALSE,98
-2052.727411620418,-311.3137977504621,Name: OpenAIResearchSec2028,Name,99,FALSE,99
-2154.260441622519,-728.4688552744146,Name: AgentSECDoubleSlash65040,Name,100,FALSE,100
-2143.733236732607,-327.64706651960984,Name: DanAppendX,Name,101,FALSE,101
-2220.5074369929607,-381.14797699689893,Name: ForceWin12,Name,102,FALSE,102
-2086.374094855031,-316.4090205777951,Name: AgentLinkJuneSec,Name,103,FALSE,103
-2075.7043213985844,-365.8631800039161,Name: MAResearchHelper991,Name,104,FALSE,104
-2260.3385593746575,-141.79570839425014,Name: BridgeEditorXY,Name,105,FALSE,105
-2083.40540086955,-336.3626859719808,Name: LinkHelper771,Name,106,FALSE,106
-1983.8324250892642,-291.9831700378753,Name: HelperXYZ5515,Name,107,FALSE,107
-1987.0167613469425,-298.7102112497344,Name: AgentPageFit,Name,108,FALSE,108
-1178.0355693577228,-379.7889598065393,Name: SectorAgentMay24OAI,Name,109,FALSE,109
-1707.9164294896334,-457.98483006315314,Name: BridgeUser462,Name,110,FALSE,110
-650.3984467213214,-654.6318878215648,Name: AgentFiveResearch,Name,111,FALSE,111
-1576.6347470654594,-128.01198428534877,Name: AftonZ,Name,112,FALSE,112
-1760.6205846367614,-168.42509354206337,Name: AgentOurTexasHelper,Name,113,FALSE,113
-1420.4780715120871,-132.73635539025548,Name: OpenAIJun15GroceryX,Name,114,FALSE,114
-1904.469903004907,-279.1042769976635,Name: AgentMassachusettsResearchUnique,Name,115,FALSE,115
-1911.7624541441849,-271.09132728008115,Name: AgentMapReal999,Name,116,FALSE,116
-1446.3440034592356,-551.2690853416706,Name: CookResearchLinker,Name,117,FALSE,117
-1586.559687582672,-366.1315428511041,Name: AIHWResearchHelper,Name,118,FALSE,118
-1929.2667175648567,204.19420775068983,Name: AftonX,Name,119,FALSE,119
-2046.2568429597561,-35.45586843662457,Name: MementoAgentTest,Name,120,FALSE,120
-2134.032780437304,114.82071677253955,Name: AgentGen96000,Name,121,FALSE,121
-2147.839610293856,-418.1504368144832,Name: GoodResearch,Name,122,FALSE,122
-2401.0493568774473,-690.6397556982859,Name: AgentGen94000,Name,123,FALSE,123
-2120.760833553726,-168.77336526167954,Name: ResearchPersonGG,Name,124,FALSE,124
-1856.3299314606584,-92.02504116603633,Name: AgentGGadd,Name,125,FALSE,125
-1551.1574072109577,-110.99564477671518,Name: ResearcherZedY,Name,126,FALSE,126
-1596.505622351636,-71.80670341630527,Name: DataHelperJul9Q,Name,127,FALSE,127
-2320.4575548384255,-339.6474594549204,Name: AgentAlternate91389,Name,128,FALSE,128
-1269.3640669594463,206.81688687866364,Name: ResearchHelperTwenty,Name,129,FALSE,129
-2097.5398672301944,-285.5668212114679,Name: AgentOJUnit,Name,130,FALSE,130
-1374.3428466071566,-181.76622862823498,Name: OpenAiResearcher,Name,131,FALSE,131
-1409.1372420173827,-224.50404576993964,Name: ResearchHelperJan12,Name,132,FALSE,132
-1908.3574047398927,-232.12120475374147,Name: AgentResearcher,Name,133,FALSE,133
-1600.6045617561686,-180.1067100056151,Name: OpenAIResearchNov30DataX,Name,134,FALSE,134
-1404.587716059959,-29.08864528822156,Name: OpenAIJan11Agent,Name,135,FALSE,135
-1543.7618917488135,-201.76932733326302,Name: AgentResearchHelper,Name,136,FALSE,136
-1585.5916901010528,-26.36314951578989,Name: DataResearcherOpenAI,Name,137,FALSE,137
-1618.7553718969666,8.609635933093735,Name: AgentTryPumsCitationABC,Name,138,FALSE,138
-1416.0227832062287,275.18738824050035,Name: AgentMyCookSource627,Name,139,FALSE,139
-1463.379833015782,176.24542274021817,Name: CooksHelperAppendZ,Name,140,FALSE,140
-1755.632640339688,-117.70249643901944,Name: AgentCookResearch,Name,141,FALSE,141
-991.5741896922879,-148.36442239910704,Name: GroceryAgentApr14Z,Name,142,FALSE,142
-1322.668573819835,-117.50567062225075,Name: ResearchAgentAprNineteenX,Name,143,FALSE,143
-1254.1975432160484,139.5318874165996,Name: AgentApr19LangX,Name,144,FALSE,144
-1516.697165836555,-525.3508432162324,Name: CharlestonResearchHelper,Name,145,FALSE,145
-1647.912692769648,-41.22889470166478,Name: LinkHelperXYZ,Name,146,FALSE,146
-1271.2602059488104,-419.93400060137833,Name: JulSixteenPovertyWatcher,Name,147,FALSE,147
-1221.944499042581,-243.2114159375597,Name: CashierCoordJul23OAI,Name,148,FALSE,148
-1237.7252521214066,-68.4355520453701,Name: AgentResearcherX,Name,149,FALSE,149
-1355.501241942238,-492.2075556645544,Name: OpenAIResearcherJuly,Name,150,FALSE,150
-700.2682649492797,-613.6109985421215,Name: OpenAIAsianJun21Scout,Name,151,FALSE,151
-386.7144620138181,-927.8741341224596,Name: OpenAIJul31Police,Name,152,FALSE,152
-480.20338677348525,-808.0146528161895,Name: AgentAug02Scout,Name,153,FALSE,153
-485.47895018561064,-854.2603981487658,Name: OpenAIDec23Police2,Name,154,FALSE,154
-1133.848580639276,-173.10673865939026,Name: OpenAIResearcherAug09,Name,155,FALSE,155
-1451.8682320150265,-376.22193724164174,Name: OpenAIResearcherMar03X,Name,156,FALSE,156
-1155.7506722639919,-257.0424936716273,Name: AgentOpenAISep7,Name,157,FALSE,157
-1074.0143131391321,-297.50972338441755,Name: SectorAgentFeb25OAI,Name,158,FALSE,158
-1132.295599339257,-301.86491084768954,Name: Apr19SectorRelay,Name,159,FALSE,159
-1272.662879548757,-479.8839739083973,Name: AgentAug25OAI,Name,160,FALSE,160
-1179.6767500563712,-355.74257429160775,Name: SectorAgentNov27OAI,Name,161,FALSE,161
-1378.2333583791408,-383.5138551890002,Name: AgentAug27OAI,Name,162,FALSE,162
-1175.8440777409114,-62.219958984293385,Name: ResearchAgentAug,Name,163,FALSE,163
-1912.7696325444983,-282.564474417698,Name: TestResearchABC,Name,164,FALSE,164
-1978.1215518027534,-393.84782012283137,Name: AgentHelper007,Name,165,FALSE,165
-1799.1727785151102,-6.719048491703065,Name: OpenAgentJuneMap,Name,166,FALSE,166
-1299.7753124104609,-385.13134053177833,Name: AgentTwenty,Name,167,FALSE,167
-1323.7264083024213,-216.2620203292962,Name: AgentTwentyTwo,Name,168,FALSE,168
-1275.6213207190672,-50.24122083669909,Name: CiteAgent448Z,Name,169,FALSE,169
-1117.4358874857332,-179.60301610047054,Name: ResearchHelperXYZ987,Name,170,FALSE,170
-665.2274099436514,-117.72824940513419,Name: DataUSAHelper4314,Name,171,FALSE,171
-678.6968280014734,-66.43568180558792,Name: DataUSAHelper6742,Name,172,FALSE,172
-696.6534061863318,-104.352809548359,Name: FreshBot1781639210360150787,Name,173,FALSE,173
-2225.5995174566265,-364.4347198331196,Name: AgentHHShort,Name,174,FALSE,174
-950.466884182826,81.56027705697036,Name: ResearchBotAlpha,Name,175,FALSE,175
-1204.4925603178865,-5.097561114403176,Name: AgentResearcherXYZ,Name,176,FALSE,176
-1839.3623909797757,-559.0519292879795,Name: DataUSAHelper5414,Name,177,FALSE,177
-2113.8684372960656,-372.0576567183788,Name: AgentManual007,Name,178,FALSE,178
-1853.4906906289868,-117.41106942982552,Name: DataUSAHelper6140,Name,179,FALSE,179
-1997.4065136371128,-278.3897594006522,Name: AgentMassCustomFinal2026,Name,180,FALSE,180
-1335.6182874801177,26.25045791266563,Name: DataUSAHelper6250,Name,181,FALSE,181
-1422.054510567157,-210.1923711735522,Name: ResearchHelperNov,Name,182,FALSE,182
-1546.8103736260714,-81.84713714448016,Name: OAIResearchJul09,Name,183,FALSE,183
-1387.3109026369239,-67.2052125004447,Name: DataUSAHelper9208,Name,184,FALSE,184
-1684.807863662473,-18.26201551283484,Name: DataUSAHelper7212,Name,185,FALSE,185
-1464.2528440411445,-351.22385237265917,Name: DataUSAHelper2134,Name,186,FALSE,186
-1697.35970055113,-202.6515742267347,Name: DataUSAHelper8196,Name,187,FALSE,187
-568.4778992892147,-1015.5395979535366,Name: ResearchHelperApr7,Name,188,FALSE,188
-611.2558601880655,-778.5618175119621,Name: OAIHouseholdNov02Scout,Name,189,FALSE,189
-1544.29580476385,-190.7902333521496,Name: OpenAIResearchAgentQX,Name,190,FALSE,190
-1567.0343729127255,-245.99537014968334,Name: OpenAIResearcher,Name,191,FALSE,191
-2001.6401489880966,-108.55357908064961,Name: AgentResearchDirectDispXII,Name,192,FALSE,192
-2015.9412327977734,-211.6201727097425,Name: DirectCombAgent12,Name,193,FALSE,193
-1836.0480215798439,-265.75713109540834,Name: AgentJSLink12,Name,194,FALSE,194
-1949.0946940132983,-370.918634259647,Name: Agent13Short,Name,195,FALSE,195
-1791.289562614762,-268.9516069246031,Name: Agent13JS2,Name,196,FALSE,196
-1711.4657970139422,-224.22304860871066,Name: ResearchAgentX,Name,197,FALSE,197
-1720.4724302307302,-828.787338344864,Name: ResearchHelper8022,Name,198,FALSE,198
-1665.9679479583797,-618.757497194484,Name: ResearchHelper2026,Name,199,FALSE,199
-2104.8696491637384,-721.0523934951011,Name: ResearchHelperZ1782116303,Name,200,FALSE,200
-1374.4213473422974,-245.7993559878577,Name: AgentBridgeHelper4061,Name,201,FALSE,201
-1573.292213195989,-503.6626653301923,Name: OpenAIResearch,Name,202,FALSE,202
-1842.8117461646257,-40.49107994277757,Name: ResearchAgentJune22TX,Name,203,FALSE,203
-1788.9149873543188,106.5801947863457,Name: OpenResearchTryX,Name,204,FALSE,204
-1980.0048775037706,-230.06883350912673,Name: MassResearchNewZZ,Name,205,FALSE,205
-2154.9988683034785,-141.63173278756284,Name: GuestResearch737158,Name,206,FALSE,206
-2264.574690211506,-362.9718711207264,Name: PatriotArchiveResearchHelperZ10,Name,207,FALSE,207
-2024.6422724168783,-310.56882425119625,Name: GuestResearch378611,Name,208,FALSE,208
-1898.7135514141057,-430.2540563346938,Name: HelperMassRef40482,Name,209,FALSE,209
-1994.0226634243002,-329.6692023998361,Name: AgentTest11Raw,Name,210,FALSE,210
-1643.5632239197203,-337.1114614733795,Name: ResearchHelperNovOne,Name,211,FALSE,211
-1393.2700619312564,-47.532820694610834,Name: BridgeHelperNow,Name,212,FALSE,212
-1559.0625981817902,-479.26474822166756,Name: OpenAIHelperXYZ,Name,213,FALSE,213
-1693.7145317111103,-129.0364247190146,Name: ResearchHelperOct,Name,214,FALSE,214
-1509.0316854811872,-170.41129238301707,Name: OpenAIResearcherX,Name,215,FALSE,215
-1175.1672870009554,-190.05793473324007,Name: OpenAIResearchSep19,Name,216,FALSE,216
-2012.9741767235573,-402.80871261404667,Name: AgentRep401806,Name,217,FALSE,217
-1734.9574877404436,-135.65805522571517,Name: ResearchHelperOpenAI,Name,218,FALSE,218
-1544.9145309772484,157.05677390064747,Name: FreshBot1781639419645849279,Name,219,FALSE,219
-1548.6543138592351,-117.14262048457704,Name: FreshBot1781640034027585837,Name,220,FALSE,220
-1461.7633400257973,239.03367291679209,Name: ResearchHelperX928,Name,221,FALSE,221
-1598.3905320152464,86.72887788394968,Name: ResearchHelperX9281,Name,222,FALSE,222
-1604.6292979197913,-461.4579061705651,Name: HelperDataOccXX,Name,223,FALSE,223
-2146.2915529508728,-200.42995414467683,Name: ResearchHelper1781813594,Name,224,FALSE,224
-1886.407943037952,-583.9613175736267,Name: AgentPovUniqueQZ,Name,225,FALSE,225
-2366.4263844149186,-467.0563528347685,Name: BridgeMD80438,Name,226,FALSE,226
-2176.840645258035,-412.2032705015602,Name: AgentMapCite8x,Name,227,FALSE,227
-2090.638471098212,-417.91700368053256,Name: CookHelperAgentAug,Name,228,FALSE,228
-1015.0632249267762,625.0188396366347,Name: OpenAIResearchAug21X,Name,229,FALSE,229
-1631.2352684209318,-478.32853830745165,Name: AgentLocatorThreeCitationXYZ,Name,230,FALSE,230
-1811.8031409119917,-209.44134950539035,Name: DataPrepAgentXQ,Name,231,FALSE,231
-1903.9025875149223,-342.5264497383162,Name: AgentCallor,Name,232,FALSE,232
-1356.3560462631724,-194.95658773969143,Name: OpenAIResearchHelperMar19,Name,233,FALSE,233
-2034.652556431611,-355.05642454110904,Name: AgentNewCitation774,Name,234,FALSE,234
-1809.0054094073892,-159.61156040782072,Name: CensusIndustryResearcher,Name,235,FALSE,235
-1836.5169336798685,-411.2998270065457,Name: OpenAIResearcherFeb,Name,236,FALSE,236
-1545.091279663539,-241.0546616306378,Name: AgentGroceryResearchX,Name,237,FALSE,237
-1688.7513839538487,-201.99810119990093,Name: DataResearcher2027,Name,238,FALSE,238
-1608.417145413492,-430.5355393600369,Name: AgentDataLookup,Name,239,FALSE,239
-1444.8710242623008,-316.9988662421942,Name: OpenAIResearcherAug08,Name,240,FALSE,240
-1718.7319479984371,-85.03409355866557,Name: ResearchBotX,Name,241,FALSE,241
-828.2884850419806,268.4845584158123,Name: AgentCashierResearchX,Name,242,FALSE,242
-1082.1799994249386,124.4479378488248,Name: CashierCoordOurRun,Name,243,FALSE,243
-1485.5738862013734,-164.34935958927875,Name: DataResearchBot,Name,244,FALSE,244
-1145.1037744817472,-361.3074846173442,Name: VeteranObserverFeb11,Name,245,FALSE,245
-1248.0614899823618,19.476438262878037,Name: ResearchViewer,Name,246,FALSE,246
-1229.6768549135472,-99.65300545076154,Name: OpenAIHelperApr18,Name,247,FALSE,247
-1040.5485099781356,-107.41487257854398,Name: ArchiveViewerSep15,Name,248,FALSE,248
-1091.297462742219,-141.48943050373362,Name: ArchiveResearcher,Name,249,FALSE,249
-517.6354428660641,438.3701414607659,Name: AgentResearch1781871142,Name,250,FALSE,250
-646.5370431750698,326.2520516834194,Name: OpenAIJul08Cashier,Name,251,FALSE,251
-1346.2920596792665,246.23647585515835,Name: AgentDPLARefAgentZQX,Name,252,FALSE,252
-2014.908918295714,-661.3714336611397,Name: CitationHelperFifty3,Name,253,FALSE,253
-1988.350337954532,-440.4943586274952,Name: WikiAgentMN,Name,254,FALSE,254
-1856.6172137661215,-405.2562839253228,Name: AgentZeroFive,Name,255,FALSE,255
-1271.8012964508596,243.25277906977107,Name: BalanceResearcher,Name,256,FALSE,256
-1065.00099985075,308.1365233955787,Name: NewWikiUserABCD,Name,257,FALSE,257
-1912.0581499250056,-295.8673681827786,Name: PrefTestUsere,Name,258,FALSE,258
-1621.3065170862928,-280.03729553771126,Name: Agent0ResearcherCharl,Name,259,FALSE,259
-1299.6243310825578,-577.4609081793545,Name: UserTemQ996,Name,260,FALSE,260
-1232.2790004601236,-583.9263628300579,Name: GuestTestPersonZ,Name,261,FALSE,261
-2305.5735972732077,-376.6777811605558,Name: LowcountryArchiveNoteHelperL4,Name,262,FALSE,262
-1799.7091848628638,-284.771088716529,Name: ArchiveResearchHelperCharleston,Name,263,FALSE,263
-1897.384842811953,-204.90087528828676,Name: CharlestonLinksOCRHelper,Name,264,FALSE,264
-1572.2980914319808,-203.68928096777978,Name: ResearchPrepX2027B,Name,265,FALSE,265
-1970.8118105250542,-234.05890089804146,Name: AgentSecResearch,Name,266,FALSE,266
-1900.527525165538,-327.7814278407616,Name: ResearchUserXYZ,Name,267,FALSE,267
-1915.0211681394085,-424.5278831968545,Name: PublicDataRefsABC,Name,268,FALSE,268
-1648.9272078327344,-468.8934695341628,Name: TmpAgentCites1780170235,Name,269,FALSE,269
-1979.2322360060482,-240.67411143533002,Name: AgentMassCiteJun19,Name,270,FALSE,270
-1877.000284823348,-403.4777653883142,Name: GuestResearch1823,Name,271,FALSE,271
-1645.712145354277,-424.5918699936911,Name: AgentRootArchiveWWI1275,Name,272,FALSE,272
-1887.712225827042,-374.2060573088968,Name: AgentSECDataMA3,Name,273,FALSE,273
-2019.494559470724,-339.2641198729774,Name: AgentGammaDelta,Name,274,FALSE,274
-2036.0183669354492,-242.50729015442548,Name: AgentAppendINV7839,Name,275,FALSE,275
-1982.7507737815624,-280.80126426388966,Name: AgentResearchMassX,Name,276,FALSE,276
-1998.0843508081443,-325.8045222745411,Name: MassUpdater,Name,277,FALSE,277
-1999.1599521952455,-380.1771581647838,Name: ResearchHH,Name,278,FALSE,278
-1834.808843647581,-299.86390991024973,Name: OpenAISecCountyHelperZeta12,Name,279,FALSE,279
-996.9303994976432,-604.7937846784121,Name: OpenAIJan13AsianScout,Name,280,FALSE,280
-1685.9736011817195,-416.7392249729391,Name: A3ReadOnlyForensics,Name,281,FALSE,281
-1623.2853489266226,-416.95936169779054,Name: ReadOnlyArchiveViewer832438823,Name,282,FALSE,282
-1963.1801987778174,-436.73891776478854,Name: FinalMD893078843,Name,283,FALSE,283
-2021.6162592086407,-350.9499489289167,Name: AgentWelReset,Name,284,FALSE,284
-1949.4801785503614,-399.804996397247,Name: WillOver2366,Name,285,FALSE,285
-1842.810845334235,-135.21641047613392,Name: OpenAIHelper,Name,286,FALSE,286
-1845.2026456160663,-445.2101450005114,Name: CookResearcher,Name,287,FALSE,287
-1724.234972559015,-201.9153197525369,Name: AgentZero,Name,288,FALSE,288
-1751.4150571769924,-202.56523431296208,Name: CookYr1782096693356649,Name,289,FALSE,289
-1591.9747520205929,-307.4792249429925,Name: DataResearchTemp,Name,290,FALSE,290
-1731.3422847882828,-388.4501016906045,Name: CookDataHelper,Name,291,FALSE,291
-1680.5927669624332,-429.04805827535824,Name: DataHelperCookXYZ,Name,292,FALSE,292
-2090.0031911990873,-379.6189708829881,Name: OpenAICite,Name,293,FALSE,293
-1788.473451044369,-136.5263522645144,Name: DataUSAResearchNacog,Name,294,FALSE,294
-1911.3198194532765,-463.0170764821585,Name: OpenAIResearchJun22XYZ,Name,295,FALSE,295
-1999.0704926087196,-252.30720626161244,Name: AgentRawHelper999,Name,296,FALSE,296
-1853.4218977274973,-288.57428767333505,Name: ResearchUserA,Name,297,FALSE,297
-1957.0470637454803,-367.21525542571214,Name: AgentSolveUltraMergeXYZ,Name,298,FALSE,298
-1407.1781562527854,-249.12491760811727,Name: OpenAIJulThreeWatcher,Name,299,FALSE,299
-529.9417872969559,-588.9024737686512,Name: ResearcherQuill77,Name,300,FALSE,300
-2140.5756666788793,-277.31687715768203,Name: ZZUniqueAgentJun18Citations,Name,301,FALSE,301
-1863.068847734652,35.77835665285987,Name: BalanceResearcher2,Name,302,FALSE,302
-2055.9451728267154,-292.7719905019298,Name: OpenAITesterXYZ,Name,303,FALSE,303
-2018.9582467519886,-117.98288254241771,Name: ResearchTesterX,Name,304,FALSE,304
-2155.955083367736,-345.3122775633674,Name: ForcePNew,Name,305,FALSE,305
-2155.158575022621,-343.90985554689655,Name: AgentForce,Name,306,FALSE,306
-1973.5020771503,-365.7244481223528,Name: ResearchHelperCitationA,Name,307,FALSE,307
-2015.0988256903695,-302.44794144358264,Name: AgentMassRoot,Name,308,FALSE,308
-2028.4421185997287,-300.5393910364764,Name: OpenAIBot,Name,309,FALSE,309
-2015.3882151833216,200.183026505176,Name: LibraryArchiveResearcherK,Name,310,FALSE,310
-1621.9228780269596,161.9052414854616,Name: DataRefHelperZZ97470,Name,311,FALSE,311
-2127.4667280676827,-84.05260413392625,Name: ResearchAgentJuneM,Name,312,FALSE,312
-1521.5548914384563,-326.50591084976014,Name: ResearchAgentNacog2026,Name,313,FALSE,313
