x,y,name,Cluster,Degree,.ggraph.orig_index,circular,.ggraph.index
1352.6867339870266,-1386.1002633778742,ResearchHelperApr7,H,1,183,FALSE,183
1362.435592532404,-1309.295033112858,OAIHouseholdNov02Scout,H,28,184,FALSE,184
1467.8507685921322,-1030.0345625257075,OpenAIResearchAgentQX,G,4,185,FALSE,185
1369.8676563944794,-1066.0414329174635,OpenAIResearcher,G,226,186,FALSE,186
1256.6887377684286,-1065.2337738248798,AgentResearchDirectDispXII,B,8,187,FALSE,187
1280.1460554100415,-981.1724422733579,DirectCombAgent12,E,29,188,FALSE,188
1324.5039227141972,-1042.5837914145468,AgentJSLink12,E,158,189,FALSE,189
1325.8827958095253,-1019.7381484667884,Agent13Short,E,160,190,FALSE,190
1338.9936296200863,-1074.7895152773776,Agent13JS2,G,60,191,FALSE,191
1349.408476676802,-1025.6083613703618,ResearchAgentX,G,237,192,FALSE,192
1165.7111270100772,-1100.762013050927,ResearchHelper8022,D,1,193,FALSE,193
1273.9522575211597,-1085.5968188685908,ResearchHelper2026,D,8,194,FALSE,194
1465.9530578539088,-1001.584736697922,ResearchHelperZ1782116303,B,5,195,FALSE,195
1423.694776839098,-1083.046455207298,AgentBridgeHelper4061,A,49,196,FALSE,196
1261.5382335974118,-1082.3680661540136,OpenAIResearch,D,6,197,FALSE,197
1340.5930481594448,-1052.0635105086337,ResearchAgentJune22TX,E,148,198,FALSE,198
1275.7505795540776,-1109.6083081585782,OpenResearchTryX,A,4,199,FALSE,199
1396.3843428585212,-1022.3235352252332,MassResearchNewZZ,D,257,200,FALSE,200
1307.004084176114,-913.9146455002057,GuestResearch737158,B,18,201,FALSE,201
1319.242529254361,-906.4136308694445,PatriotArchiveResearchHelperZ10,B,6,202,FALSE,202
1348.1359559410773,-979.3757501222685,GuestResearch378611,C,305,203,FALSE,203
1354.9064203168375,-1014.0955381566241,HelperMassRef40482,E,273,204,FALSE,204
1327.7555841231388,-1011.6055826885614,AgentTest11Raw,C,258,205,FALSE,205
1400.1164512440089,-1042.819636335183,ResearchHelperNovOne,D,140,206,FALSE,206
1377.8477417133283,-1142.5135569641275,BridgeHelperNow,G,24,207,FALSE,207
1335.4934207678511,-1103.0287325017348,OpenAIHelperXYZ,A,10,208,FALSE,208
1202.7581179603217,-1032.6904507475808,ResearchHelperOct,D,3,209,FALSE,209
1329.1741474177,-1076.2647938579512,OpenAIResearcherX,E,75,210,FALSE,210
1459.2861616042135,-1127.7248293854889,OpenAIResearchSep19,A,24,211,FALSE,211
1359.1826739530798,-971.3435528932373,AgentRep401806,C,386,212,FALSE,212
1362.5132237089986,-1026.7863060359418,ResearchHelperOpenAI,D,271,213,FALSE,213
1251.8712797404603,-1083.7456709844525,FreshBot1781639419645849279,E,7,214,FALSE,214
1245.377212379868,-1082.5391112224993,FreshBot1781640034027585837,E,7,215,FALSE,215
1249.0905315056552,-1103.5733334402134,ResearchHelperX928,E,8,216,FALSE,216
1345.3142180152045,-1074.7178607864264,ResearchHelperX9281,E,16,217,FALSE,217
1410.0116263631894,-1060.7286133099083,HelperDataOccXX,G,60,218,FALSE,218
1365.7580893497516,-975.6232687529201,ResearchHelper1781813594,C,373,219,FALSE,219
1448.0538090913108,-967.0007826139944,AgentPovUniqueQZ,B,7,220,FALSE,220
1328.4364187183708,-980.9206177300954,BridgeMD80438,C,335,221,FALSE,221
1296.0796947994886,-982.1414160123408,AgentMapCite8x,C,127,222,FALSE,222
1357.685023999928,-978.1304141202768,CookHelperAgentAug,C,390,223,FALSE,223
1111.8377103319706,-1311.2919738044395,OpenAIResearchAug21X,Other,5,224,FALSE,224
1185.7585681127548,-1066.4128986763574,AgentLocatorThreeCitationXYZ,B,1,225,FALSE,225
1406.0064151496458,-1003.291533912616,DataPrepAgentXQ,D,245,226,FALSE,226
1367.9572042719503,-991.1965359820387,AgentCallor,D,243,227,FALSE,227
1353.2225818727297,-959.4510186817232,AgentNewCitation774,C,267,228,FALSE,228
1371.8433366507616,-1100.3317491329278,CensusIndustryResearcher,G,8,229,FALSE,229
1344.611761127236,-1016.2895477690491,OpenAIResearcherFeb,C,353,230,FALSE,230
1384.2063792069357,-1097.7213348159326,AgentGroceryResearchX,G,81,231,FALSE,231
1345.6464177830123,-1059.6715329592857,DataResearcher2027,E,111,232,FALSE,232
1326.5578017731227,-1084.8265482511379,AgentDataLookup,G,8,233,FALSE,233
1456.3807921246091,-1132.9885629162472,OpenAIResearcherAug08,A,22,234,FALSE,234
1378.4466621890629,-944.3892570338955,ResearchBotX,B,28,235,FALSE,235
1154.1785708419782,-1054.9007840219342,AgentCashierResearchX,A,1,236,FALSE,236
1255.0163754204468,-1097.4256084717192,CashierCoordOurRun,A,10,237,FALSE,237
1283.7167152840266,-1123.3474471535817,DataResearchBot,G,5,238,FALSE,238
1301.36856236375,-1261.4167885512572,VeteranObserverFeb11,F,45,239,FALSE,239
1201.4997550149335,-1139.9416957628553,ResearchViewer,A,1,240,FALSE,240
1365.2006549246707,-1120.3363704792494,OpenAIHelperApr18,A,25,241,FALSE,241
1344.6809585682129,-1148.0645812155412,ArchiveViewerSep15,A,20,242,FALSE,242
1365.5153883180235,-1156.9985617487991,ArchiveResearcher,A,39,243,FALSE,243
1106.3518799889478,-1415.6841059971384,AgentResearch1781871142,Other,1,244,FALSE,244
1114.7708265305614,-1361.202125465415,OpenAIJul08Cashier,Other,8,245,FALSE,245
1394.6378580208225,-871.6027571054851,AgentDPLARefAgentZQX,B,5,246,FALSE,246
1497.2749070684326,-990.3547110685896,CitationHelperFifty3,D,1,247,FALSE,247
1382.2483621357417,-1036.7886844558918,WikiAgentMN,D,165,248,FALSE,248
1373.464158776203,-1026.8400371240377,AgentZeroFive,D,189,249,FALSE,249
1267.216300202935,-869.2723179160919,BalanceResearcher,B,5,250,FALSE,250
1251.0510661516375,-816.3817118939257,NewWikiUserABCD,B,1,251,FALSE,251
1320.5982165581297,-961.771435211033,PrefTestUsere,C,218,252,FALSE,252
1306.077507784842,-1030.8715940245272,Agent0ResearcherCharl,E,87,253,FALSE,253
1196.9359835749501,-929.8243143239238,UserTemQ996,E,3,254,FALSE,254
1214.00239359881,-850.4164903427751,GuestTestPersonZ,E,2,255,FALSE,255
1336.1652169765075,-985.7032778183174,LowcountryArchiveNoteHelperL4,C,335,256,FALSE,256
1287.201312885274,-1032.1498764276193,ArchiveResearchHelperCharleston,B,45,257,FALSE,257
1289.7107955351257,-1040.6551517439834,CharlestonLinksOCRHelper,B,44,258,FALSE,258
1389.0008527155446,-1041.0521051962844,ResearchPrepX2027B,D,124,259,FALSE,259
1345.9978730445098,-1003.5540817299159,AgentSecResearch,D,235,260,FALSE,260
1290.8714321028137,-1025.718585046048,ResearchUserXYZ,B,46,261,FALSE,261
1352.5409470655004,-1025.4905649275097,PublicDataRefsABC,D,217,262,FALSE,262
1290.554404674286,-1028.6874282551032,TmpAgentCites1780170235,B,41,263,FALSE,263
1290.8711243204227,-989.6387185015237,AgentMassCiteJun19,C,121,264,FALSE,264
1281.2153675284228,-1027.0772785736215,GuestResearch1823,B,57,265,FALSE,265
1294.1089831570148,-1032.445432034296,AgentRootArchiveWWI1275,B,43,266,FALSE,266
1297.1205756520067,-1004.3846467585338,AgentSECDataMA3,B,79,267,FALSE,267
1354.4081148265882,-988.5908015400424,AgentGammaDelta,C,385,268,FALSE,268
1293.9711367691316,-999.1542087632757,AgentAppendINV7839,B,63,269,FALSE,269
1352.0927835385792,-972.6139460323516,AgentResearchMassX,C,285,270,FALSE,270
1343.5904027315169,-1002.6652777792078,MassUpdater,B,263,271,FALSE,271
1293.4681195911758,-1039.172968962161,ResearchHH,B,41,272,FALSE,272
1309.730010185897,-975.3105596342594,OpenAISecCountyHelperZeta12,C,239,273,FALSE,273
1229.4463749678869,-1101.5899634131522,OpenAIJan13AsianScout,F,29,274,FALSE,274
1287.6330978042408,-1043.8563189284605,A3ReadOnlyForensics,B,41,275,FALSE,275
1296.4844631114202,-1035.3460447975049,ReadOnlyArchiveViewer832438823,B,41,276,FALSE,276
1311.6712327944776,-990.5220394620005,FinalMD893078843,C,305,277,FALSE,277
1322.5243493953346,-964.3377623843455,AgentWelReset,C,236,278,FALSE,278
1300.0186466473074,-977.0115729985482,WillOver2366,C,176,279,FALSE,279
1258.3508573841953,-1039.2562848007199,OpenAIHelper,B,50,280,FALSE,280
1365.7673510794114,-1037.4568351923865,CookResearcher,D,167,281,FALSE,281
1291.6146005678768,-1066.8285923306796,AgentZero,B,28,282,FALSE,282
1312.3582441077099,-1037.955252165368,CookYr1782096693356649,E,159,283,FALSE,283
1333.306558522904,-1069.8451366062166,DataResearchTemp,B,35,284,FALSE,284
1319.0664137713718,-1040.5716307952503,CookDataHelper,E,161,285,FALSE,285
1291.5172748229745,-1052.264170202763,DataHelperCookXYZ,B,35,286,FALSE,286
1350.176668624016,-985.9610010208278,OpenAICite,C,345,287,FALSE,287
1288.477770256329,-1035.2145265093952,DataUSAResearchNacog,B,41,288,FALSE,288
1278.32919546378,-1062.799071196997,OpenAIResearchJun22XYZ,B,23,289,FALSE,289
1318.2437104026098,-1004.4383061099173,AgentRawHelper999,C,270,290,FALSE,290
1275.8965401876221,-1013.9699609029484,ResearchUserA,B,38,291,FALSE,291
1378.7545953048018,-985.30172701989,AgentSolveUltraMergeXYZ,D,210,292,FALSE,292
1396.5990398662896,-1049.3516773554832,OpenAIJulThreeWatcher,D,102,293,FALSE,293
1362.127186345931,-971.1729919621381,ZZUniqueAgentJun18Citations,C,339,294,FALSE,294
1441.2170418528638,-991.0618803826129,BalanceResearcher2,B,11,295,FALSE,295
1331.2934222254669,-1012.1456972629469,OpenAITesterXYZ,C,261,296,FALSE,296
1411.6210232696976,-982.7823979063241,ResearchTesterX,D,172,297,FALSE,297
1338.1045637270204,-946.2460331749713,ForcePNew,C,241,298,FALSE,298
1356.4714658877044,-958.5128068959856,AgentForce,C,285,299,FALSE,299
1330.0414559728251,-948.7033344487512,ResearchHelperCitationA,C,231,300,FALSE,300
1373.0487818632057,-985.9810404201581,AgentMassRoot,D,307,301,FALSE,301
1342.0362476653838,-995.4007497156601,OpenAIBot,C,257,302,FALSE,302
1515.1445624588696,-864.2795019982628,LibraryArchiveResearcherK,B,3,303,FALSE,303
1467.1760854442218,-928.5447054437152,DataRefHelperZZ97470,B,2,304,FALSE,304
1349.8166259945137,-910.3170262802679,ResearchAgentJuneM,B,26,305,FALSE,305
1400.3538021373304,-1065.2699941573187,ResearchAgentNacog2026,G,77,306,FALSE,306
1349.5314099327586,-1008.1285888778677,AgentTrial8294,C,298,307,FALSE,307
1364.1516514468549,-968.230944705582,AgentMedJ,C,317,308,FALSE,308
1370.6270547868892,-983.5703884875626,AgentMassRootZ,D,255,309,FALSE,309
1317.372363606179,-949.2525533553093,AgentNine,C,185,310,FALSE,310
1340.7845100598624,-1011.6664122167923,OurMassFinal,D,221,311,FALSE,311
1311.6672054384057,-1014.4565900884281,AgentTester,B,171,312,FALSE,312
1199.384840171118,-1164.072153793518,ClarkArchiveHelper727,F,1,313,FALSE,313
1457.8311012005277,-1047.6835071679134,RealTesterA,A,4,314,FALSE,314
1422.8812659780692,-1002.3489384798161,EconomicsSourceMetaAgent,D,114,315,FALSE,315
1304.6257236551812,-997.7537019904671,MineForce,C,171,316,FALSE,316
1314.1476157473282,-1009.8686709579644,ResearchGuestJuly77,C,185,317,FALSE,317
1536.108148681359,-971.5329363017988,AgentTester2597,D,1,318,FALSE,318
1415.7621761315331,-981.9471605592488,BudgetResearcher,D,145,319,FALSE,319
1402.0537606099788,-983.8064846734378,ArchiveHelperResearchZZY,D,200,320,FALSE,320
1470.580507244362,-879.5030261271121,ClarkMemReaderGood5621,D,1,321,FALSE,321
1392.5998343912124,-902.6631142764006,ResearchHelperTest992,E,3,322,FALSE,322
1402.059253423462,-1059.8692397483562,ArchiveHelperZeroResearch10,G,88,323,FALSE,323
1435.1884450628306,-924.8426806302178,CitationHelperMN,B,7,324,FALSE,324
1500.8834145313422,-978.3871037395419,ClarkResearchHelperX9,B,2,325,FALSE,325
1287.6023456588437,-1069.4903188404187,ClarkPDFRawHelper,B,12,326,FALSE,326
1151.6167127562546,-891.6162268298615,AgentHelper1781888228419944699,Other,1,327,FALSE,327
1192.2802458563287,-918.983962181342,Sep26WageAgent,Other,4,328,FALSE,328
1248.2544444215198,-913.9909836796364,OpenAIMassL901,C,5,329,FALSE,329
1414.306807474708,-1089.1669812654686,OpenAiDenomSep03,G,97,330,FALSE,330
