"EID","ContributorName","CatCodeIndustry","CatCodeGroup","CatCodeBusiness","PerDem","PerRep","DemCol","RepCol","Total"
20464,"COLUMBUS SHEET METAL WORKERS LOCAL 24","General Trade Unions","Labor","Construction unions",92.1052631578947,7.89473684210526,"#0000D6AF","#0000D6AF",3800
20486,"SHEET METAL WORKERS LOCAL 33 AKRON DISTRICT","General Trade Unions","Labor","Construction unions",38.2911392405063,61.7088607594937,"#3D0000AF","#3D0000AF",31600
20540,"PLUMBERS & PIPEFITTERS LOCAL 120","General Trade Unions","Labor","Construction unions",1.67364016736402,98.326359832636,"#FA0000AF","#FA0000AF",11950
20569,"PLUMBERS & PIPEFITTERS LOCAL 189","General Trade Unions","Labor","Construction unions",0,100,"#FF0000AF","#FF0000AF",1500
20576,"PLUMBERS & PIPEFITTERS LOCAL 55","General Trade Unions","Labor","Construction unions",19.6078431372549,80.3921568627451,"#9E0000AF","#9E0000AF",10200
2079396,"OPERATING ENGINEERS LOCAL 18","General Trade Unions","Labor","Construction unions",8.89664764431598,91.103352355684,"#D60000AF","#D60000AF",202323.4
2080,"PNC FINANCIAL SERVICES","Banks & Lending Institutions","Finance, Insurance & Real Estate","Banks & lending institutions",0,100,"#FF0000AF","#FF0000AF",10000
20803,"INDIANA KENTUCKY OHIO REGIONAL COUNCIL OF CARPENTERS","General Trade Unions","Labor","Construction unions",34.4827586206897,65.5172413793103,"#520000AF","#520000AF",7250
2087,"POLYONE CORP","Chemical & Related Manufacturing","General Business","Plastics & rubber processing and products",0,100,"#FF0000AF","#FF0000AF",4500
21076,"COMMUNITY BANKERS ASSOCIATION OF OHIO","Commercial Banks","Finance, Insurance & Real Estate","Commercial banks & bank holding companies",0,100,"#FF0000AF","#FF0000AF",5050
21140,"BROTHERHOOD OF LOCOMOTIVE ENGINEERS & TRAINMEN / BLET","Transportation Unions","Labor","Railroad unions",100,0,"#0000FFAF","#0000FFAF",7350
21194,"AMERICAN COUNCIL OF ENGINEERING COMPANIES OF OHIO","Construction Services","Construction","Engineering, architecture & construction management services",0,100,"#FF0000AF","#FF0000AF",4250
2124,"PRUDENTIAL FINANCIAL","Miscellaneous Finance, Insurance & Real Estate","Finance, Insurance & Real Estate","Finance, insurance & real estate",26.5625,73.4375,"#7A0000AF","#7A0000AF",3200
2140,"PURDUE PHARMA","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",0,100,"#FF0000AF","#FF0000AF",1500
217833,"HEAT & FROST INSULATORS LOCAL 45","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",1000
218,"AQUA AMERICA","Water Utilities","Energy & Natural Resources","Water utilities",0,100,"#FF0000AF","#FF0000AF",2500
218575,"PLUMBERS & STEAMFITTERS LOCAL 50","General Trade Unions","Labor","Construction unions",0,100,"#FF0000AF","#FF0000AF",13250
22104342,"KIDS PAC / OHIO SCHOOL BOARDS ASSOCIATION (OSBA)","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",1550
22105411,"MECHANICAL CONTRACTORS ASSOCIATION OF OHIO","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",6000
22107647,"OHIO PSYCHOLOGICAL ASSOCIATION","Uncoded","Uncoded","Uncoded",3.35570469798658,96.6442953020134,"#F00000AF","#F00000AF",7450
2218,"R J REYNOLDS TOBACCO CO","Tobacco companies & tobacco product sales","General Business","Tobacco companies & tobacco product sales",9.11392405063291,90.8860759493671,"#D10000AF","#D10000AF",19750
22183273,"LEADINGAGE OHIO","Hospitals & Nursing Homes","Health","Nursing homes",0,100,"#FF0000AF","#FF0000AF",3000
2248,"ROETZEL & ANDRESS","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",0,100,"#FF0000AF","#FF0000AF",4400
2269,"RPM INTERNATIONAL","Chemical & Related Manufacturing","General Business","Paints, solvents & coatings",0,100,"#FF0000AF","#FF0000AF",2000
2446,"SPRINT","Telecom Services & Equipment","Communications & Electronics","Telecommunications",23.6220472440945,76.3779527559055,"#8A0000AF","#8A0000AF",6350
24585700,"CINCINNATI BELL INC FEDERAL","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",3550
24775359,"STERIS CORPORATION","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",3000
24815125,"ASSOCIATED BUILDERS & CONTRACTORS OHIO VALLEY","General Contractors","Construction","Builders associations",0,100,"#FF0000AF","#FF0000AF",4850
2551,"TAFT STETTINIUS & HOLLISTER","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",8.274231678487,91.725768321513,"#D60000AF","#D60000AF",21150
2566,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS / IBT","Transportation Unions","Labor","Teamsters unions",0,100,"#FF0000AF","#FF0000AF",28000
257,"ASTRAZENECA","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",0,100,"#FF0000AF","#FF0000AF",16000
2584163,"PROPERTY CASUALTY INSURERS ASSOCIATION OF AMERICA","Insurance","Finance, Insurance & Real Estate","Insurance companies, general",0,100,"#FF0000AF","#FF0000AF",3750
259,"AT&T","Telecom Services & Equipment","Communications & Electronics","Telecommunications",9.22509225092251,90.7749077490775,"#D10000AF","#D10000AF",27100
2596601,"CLEVELAND BUILDING & CONSTRUCTION TRADES COUNCIL","General Trade Unions","Labor","Construction unions",16.8323720178648,83.1676279821352,"#AD0000AF","#AD0000AF",2673.42
2596607,"FLEXIBLE PAVEMENTS OF OHIO","Building Materials & Equipment","Construction","Stone, clay, glass & concrete products",0,100,"#FF0000AF","#FF0000AF",3500
2596884,"JOE SCHIAVONI CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",19000
2596928,"OHIO PHARMACISTS ASSOCIATION","Health Professionals","Health","Pharmacists",4.20168067226891,95.7983193277311,"#EB0000AF","#EB0000AF",5950
2597397,"CEMENT MASONS LOCAL 404","General Trade Unions","Labor","Construction unions",0,100,"#FF0000AF","#FF0000AF",3950
2597427,"STINZIANO CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",1250
2597534,"KATHLEEN CLYDE CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",750
2597827,"OHIO STATE CORONERS ASSOCIATION","Civil Servants/Public Officials","Government Agencies/Education/Other","Municipal & county government organizations",0,100,"#FF0000AF","#FF0000AF",2750
2599182,"CMTE TO ELECT NIEHAUS","Candidate Committees","Candidate Contributions","Candidate committees",0,100,"#FF0000AF","#FF0000AF",1000
2600142,"STRATEGIC PUBLIC PARTNERS INC","Business Services","General Business","Political consultants & advisers",0,100,"#FF0000AF","#FF0000AF",10050
2601010,"BUCKEYE COMMUNITY HEALTH PLAN","Health Services","Health","HMOs",0,100,"#FF0000AF","#FF0000AF",17500
2601394,"TIBERI FOR CONGRESS","Candidate Committees","Candidate Contributions","Candidate committees",0,100,"#FF0000AF","#FF0000AF",12680
2601963,"FRIENDS OF NAN WHALEY","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",750
2603245,"WESTERN RESERVE BUILDING & CONSTRUCTION TRADES COUNCIL","General Trade Unions","Labor","Construction unions",100,0,"#0000FFAF","#0000FFAF",3700
2605928,"HULL PAC","Construction Services","Construction","Engineering, architecture & construction management services",14.9193548387097,85.0806451612903,"#B80000AF","#B80000AF",12400
2608860,"NORTHERN OHIO STATE MEDICAL ASSOCIATION","Health Professionals","Health","Physicians",0,100,"#FF0000AF","#FF0000AF",1200
2608899,"OHIO RADIOLOGICAL SOCIETY","Health Professionals","Health","Other physician specialists",0,100,"#FF0000AF","#FF0000AF",2850
2610991,"LKQ CORP","Automotive","Transportation","Truck & automotive parts and accessories",50,50,"#000000AF","#000000AF",5000
2612,"TIME WARNER CABLE","Telecom Services & Equipment","Communications & Electronics","Telecommunications",1.35399493497575,98.6460050650243,"#FA0000AF","#FA0000AF",73855.52
2612161,"OHIO OSTEOPATHIC ASSOCIATION","Health Professionals","Health","Physicians",30.1724137931034,69.8275862068966,"#660000AF","#660000AF",5800
2612745,"BUCKEYE PATRIOT PAC","Leadership PACs","Candidate Contributions","PACs operated by Republican members of Congress or prominent national Republicans",0,100,"#FF0000AF","#FF0000AF",3300
2613294,"OHIO ACADEMY OF FAMILY PHYSICIANS","Health Professionals","Health","Physicians",0,100,"#FF0000AF","#FF0000AF",1500
2617587,"OHIO LICENSED BEVERAGE ASSOCIATION","Beer, Wine & Liquor","General Business","Liquor wholesalers",0,100,"#FF0000AF","#FF0000AF",2200
2618969,"IRONWORKERS LOCAL 290","General Trade Unions","Labor","Construction unions",100,0,"#0000FFAF","#0000FFAF",400
26203791,"OHIO CONFERENCE OF PL & CM PCE FUND","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",1000
26205720,"ACT OHIO FOUNDATION","General Trade Unions","Labor","Construction unions",21.0399157751523,78.9600842248477,"#940000AF","#940000AF",45041.34
2621527,"MID-STATES DISTRICT COUNCIL OF ROOFERS LOCAL 44","General Trade Unions","Labor","Construction unions",28.5714285714286,71.4285714285714,"#700000AF","#700000AF",1750
2623224,"AUTOMOTIVE SERVICE ASSOCIATION OF OHIO","Automotive","Transportation","Auto repair",0,100,"#FF0000AF","#FF0000AF",750
2623283,"OHIO COUNCIL OF BEHAVIORAL HEALTH CARE PROVIDERS","Health Professionals","Health","Psychiatrists & psychologists",0,100,"#FF0000AF","#FF0000AF",2950
2626524,"OHIO ENVIRONMENTAL SERVICE INDUSTRIES","Environmental Services & Equipment","Energy & Natural Resources","Environmental services, equipment & consulting",0,100,"#FF0000AF","#FF0000AF",1000
2626826,"OHIO COMMUNICATIONS WORKERS","General Trade Unions","Labor","Communications & hi-tech unions",97.323600973236,2.67639902676399,"#0000F0AF","#0000F0AF",10275
2631644,"NORWALK PLUMBERS & STEAMFITTERS LOCAL 42","General Trade Unions","Labor","Construction unions",0,100,"#FF0000AF","#FF0000AF",1400
2633356,"BUCKEYE STATE SHERIFFS ASSOCIATION","Public Sector Unions","Labor","Police & fire fighters unions and associations",0,100,"#FF0000AF","#FF0000AF",6000
2636144,"OHIO KENTUCKY ADMINISTRATIVE DISTRICT COUNCIL OF BRICKLAYERS & ALLIED CRAFTWORKERS","General Trade Unions","Labor","Construction unions",14.2857142857143,85.7142857142857,"#B80000AF","#B80000AF",24500
2668372,"AMERICAN INSTITUTE OF ARCHITECTS OHIO","Construction Services","Construction","Architectural services",0,100,"#FF0000AF","#FF0000AF",1200
2673611,"DAYTON SHEET METAL WORKERS LOCAL 24","General Trade Unions","Labor","Construction unions",22.4489795918367,77.5510204081633,"#8F0000AF","#8F0000AF",12250
2688495,"ASSOCIATED FOOD & PETROLEUM DEALERS OF OHIO","Oil & Gas","Energy & Natural Resources","Gasoline service stations",0,100,"#FF0000AF","#FF0000AF",475
2692,"UNITED HEALTHCARE SERVICES","Insurance","Finance, Insurance & Real Estate","Accident & health insurance",0,100,"#FF0000AF","#FF0000AF",6500
2693832,"FRIENDS OF TOM PATTON","Candidate Committees","Candidate Contributions","Candidate committees",0,100,"#FF0000AF","#FF0000AF",2450
2695,"ALTRIA","Tobacco companies & tobacco product sales","General Business","Tobacco companies & tobacco product sales",6.68316831683168,93.3168316831683,"#E00000AF","#E00000AF",20200
2710,"UPS","Air Transport","Transportation","Express delivery services",8.95522388059701,91.044776119403,"#D60000AF","#D60000AF",16750
2719,"US STEEL CORP","Steel","Energy & Natural Resources","Steel manufacturing",0,100,"#FF0000AF","#FF0000AF",1850
2743219,"OHIO MORTGAGE BANKERS ASSOCIATION","Real Estate","Finance, Insurance & Real Estate","Mortgage bankers & brokers",4.76190476190476,95.2380952380952,"#EB0000AF","#EB0000AF",10500
2762945,"OHIO ASSOCIATION OF MCDONALDS OPERATORS","Food & Beverage","General Business","Restaurants & drinking establishments",0,100,"#FF0000AF","#FF0000AF",3250
2769257,"BOAT OHIO FOUNDATION","Sea Transport","Transportation","Sea transport",0,100,"#FF0000AF","#FF0000AF",3100
27702344,"OHIO COUNCIL FOR HOME CARE & HOSPICE","Uncoded","Uncoded","Uncoded",59.7014925373134,40.2985074626866,"#00002EAF","#00002EAF",3350
27707498,"DEVRY INC","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",1500
2772,"WAL-MART","Retail Sales","General Business","Department, variety & convenience stores",0,100,"#FF0000AF","#FF0000AF",10000
2787357,"OHIO ASSOCIATION OF COUNTY BEHAVIORAL HEALTH AUTHORITIES","Health Services","Health","Health care services",11.4864864864865,88.5135135135135,"#C70000AF","#C70000AF",7400
2787822,"COUNTY AUDITORS ASSOCIATION OF OHIO","Civil Servants/Public Officials","Government Agencies/Education/Other","Municipal & county government organizations",20,80,"#990000AF","#9E0000AF",1250
2787837,"OHIO SOFT DRINK ASSOCIATION","Food & Beverage","General Business","Beverages (non-alcoholic)",0,100,"#FF0000AF","#FF0000AF",2500
279084,"MEDNAX SERVICES","Health Professionals","Health","Physicians",0,100,"#FF0000AF","#FF0000AF",3000
2792802,"OHIO HOTEL & LODGING ASSOCIATION","Lodging & Tourism","General Business","Hotels & motels",0,100,"#FF0000AF","#FF0000AF",3050
2793901,"OHIO RECEIVABLES MANAGEMENT ASSOCIATION","Miscellaneous Finance","Finance, Insurance & Real Estate","Credit reporting services & collection agencies",0,100,"#FF0000AF","#FF0000AF",2150
2794083,"NURSERY & LANDSCAPE PAC","Special Trade Contractors","Construction","Landscaping & excavation services",0,100,"#FF0000AF","#FF0000AF",1750
27953860,"OPTICIANS ASSOC. OF OHIO OHIO OPTICAL COUNCIL FOR POL. ED.","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",1000
2803088,"PENGUIN PAC","Leadership PACs","Candidate Contributions","PACs operated by Democratic members of Congress or prominent national Democrats",100,0,"#0000FFAF","#0000FFAF",4500
2807607,"OHIO COUNSELING ASSOCIATION","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",550
2812804,"WESTERN RESERVE CONSERVATION EDUCATION FUND","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",3500
2818306,"BOOSTERS FOR PERCIAK","Candidate Committees","Candidate Contributions","Candidate committees",0,100,"#FF0000AF","#FF0000AF",1875
2827849,"OHIO STATE ASSOCIATION OF NURSE ANESTHETISTS","Health Professionals","Health","Nurses",0,100,"#FF0000AF","#FF0000AF",5500
2847630,"HICKEY CAMPAIGN FUND","Candidate Committees","Candidate Contributions","Candidate committees",0,100,"#FF0000AF","#FF0000AF",500
2858322,"COMMUNICATIONS WORKERS STATE COUNCIL OF OHIO","General Trade Unions","Labor","Communications & hi-tech unions",100,0,"#0000FFAF","#0000FFAF",5275
2868,"WILLIAMS COMPANIES","Oil & Gas","Energy & Natural Resources","Oil & gas",0,100,"#FF0000AF","#FF0000AF",3750
2873838,"ALLIANCE PAC","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",1050
2875174,"OHIO PROPANE PAC","Oil & Gas","Energy & Natural Resources","LPG/Liquid propane dealers & producers",0,100,"#FF0000AF","#FF0000AF",250
289,"BAKER & HOSTETLER","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",0,100,"#FF0000AF","#FF0000AF",22700
2923571,"COOLIDGE WALL WOMSLEY & LOMBARD","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",0,100,"#FF0000AF","#FF0000AF",750
2938,"AETNA","Insurance","Finance, Insurance & Real Estate","Insurance companies, general",0,100,"#FF0000AF","#FF0000AF",17650
2960,"OHIO STATE BUILDING & CONSTRUCTION TRADES COUNCIL","General Trade Unions","Labor","Construction unions",20.6435517644897,79.3564482355103,"#990000AF","#990000AF",252007.7
3048686,"OHIOANS FOR CONCEALED CARRY","Gun Control","Ideology/Single Issue","Anti-gun control",0,100,"#FF0000AF","#FF0000AF",3000
3055885,"LABORERS LOCAL 574","General Trade Unions","Labor","Construction unions",0,100,"#FF0000AF","#FF0000AF",1000
3066128,"TEAMSTERS LOCAL 20","Transportation Unions","Labor","Teamsters unions",33.3333333333333,66.6666666666667,"#570000AF","#570000AF",3000
3096,"OHIO NURSES ASSOCIATION","General Trade Unions","Labor","Health worker unions",14.4110275689223,85.5889724310777,"#B80000AF","#B80000AF",39900
3116,"INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS / HFIAW","General Trade Unions","Labor","Construction unions",0,100,"#FF0000AF","#FF0000AF",7100
3131160,"SCHARFENBERGER, MICHAEL J","Real Estate","Finance, Insurance & Real Estate","Real estate agents & managers",0,100,"#FF0000AF","#FF0000AF",1650
3189,"OHIO AUTOMOBILE DEALERS ASSOCIATION","Automotive","Transportation","Auto dealers, new & used",8.26833073322933,91.7316692667707,"#D60000AF","#D60000AF",64100
3223,"WHOLESALE BEER & WINE ASSOCIATION OF OHIO","Beer, Wine & Liquor","General Business","Liquor wholesalers",6.59374008834602,93.406259911654,"#E00000AF","#E00000AF",178199.32
3250,"BP NORTH AMERICA","Oil & Gas","Energy & Natural Resources","Major (multinational) oil & gas producers",20.5128205128205,79.4871794871795,"#990000AF","#990000AF",9750
3271,"OHIO CABLE TELECOMMUNICATIONS ASSOCIATION","Telecom Services & Equipment","Communications & Electronics","Telecommunications",16.8776371308017,83.1223628691983,"#AD0000AF","#AD0000AF",11850
328,"BAXTER HEALTHCARE","Pharmaceuticals & Health Products","Health","Medical supplies manufacturing & sales",0,100,"#FF0000AF","#FF0000AF",1000
33,"ADVANCE AMERICA CASH ADVANCE CENTERS","Payday/Title Loans","Finance, Insurance & Real Estate","Payday/Title Loans",50,50,"#000000AF","#000000AF",500
3377007,"LABORERS UNIDENTIFIED","General Trade Unions","Labor","Construction unions",33.3333333333333,66.6666666666667,"#570000AF","#570000AF",750
3382638,"OHIO ASSOCIATION FOR JUSTICE","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",44.7902796949375,55.2097203050625,"#1F0000AF","#1F0000AF",44206.02
3394,"CHESAPEAKE ENERGY","Oil & Gas","Energy & Natural Resources","Oil & gas",9.09090909090909,90.9090909090909,"#D10000AF","#D10000AF",49500
3406,"CONTINENTAL CASUALTY DBA CNA INSURANCE CORP","Insurance","Finance, Insurance & Real Estate","Property & casualty insurance",0,100,"#FF0000AF","#FF0000AF",4000
3471,"OHIO DENTAL ASSOCIATION","Health Professionals","Health","Dentists",4.68483816013629,95.3151618398637,"#EB0000AF","#EB0000AF",58700
3479,"DOMINION","Miscellaneous Energy","Energy & Natural Resources","Energy production & distribution",8.65242425195859,91.3475757480414,"#D60000AF","#D60000AF",63566
3615,"EXELON","Electric Utilities","Energy & Natural Resources","Gas & electric utilities",0,100,"#FF0000AF","#FF0000AF",4000
3625,"OHIO FARM BUREAU","Farm Bureau","Agriculture","Farm Bureau/affiliated organizations & PACs",17.2161172161172,82.7838827838828,"#A80000AF","#A80000AF",68250
37002806,"THOMAS P PAPPAS & ASSOCIATES","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",850
3726874,"KIDS PAC / OHIO SCHOOL BOARDS ASSOCIATION","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",1400
3728,"FIRSTENERGY CORP","Electric Utilities","Energy & Natural Resources","Electric power utilities",9.11458333333333,90.8854166666667,"#D10000AF","#D10000AF",192000
3823,"HOFFMAN LA ROCHE","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",0,100,"#FF0000AF","#FF0000AF",3800
3830,"OHIO HOME BUILDERS ASSOCIATION","Home Builders","Construction","Residential construction",8.42105263157895,91.5789473684211,"#D60000AF","#D60000AF",23750
38552075,"ALCOA INC EMPLOYEES VOLUNTARY STATE & FEDERAL","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",1200
38553354,"VECTREN CORPORATION EMPLOYEES FEDERAL","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",940
3902,"JP MORGAN CHASE","Miscellaneous Finance, Insurance & Real Estate","Finance, Insurance & Real Estate","Finance, insurance & real estate",0,100,"#FF0000AF","#FF0000AF",6000
39315081,"MCNEES WALLACE & NURICK LLC","Uncoded","Uncoded","Uncoded",27.5862068965517,72.4137931034483,"#750000AF","#750000AF",4350
39398905,"OHIO SPEECH & HEARING","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",2750
395,"BOWLING PROPRIETORS ASSOCIATION OF OHIO","Recreation & Live Entertainment","General Business","Amusement & recreation centers",0,100,"#FF0000AF","#FF0000AF",2050
3969749,"FOOD & COMMERCIAL WORKERS LOCAL 880","General Trade Unions","Labor","Labor unions",17.2413793103448,82.7586206896552,"#A80000AF","#A80000AF",14500
3984187,"OHIO CONTRACTORS","General Contractors","Construction","Builders associations",5.15463917525773,94.8453608247423,"#E60000AF","#E60000AF",48500
4057,"OHIO MANUFACTURERS ASSOCIATION","Miscellaneous Manufacturing & Distributing","General Business","Manufacturing",0,100,"#FF0000AF","#FF0000AF",5450
40571111,"IRONWORKERS LOCAL 550","General Trade Unions","Labor","Construction unions",100,0,"#0000FFAF","#0000FFAF",3100
40618508,"POLICE & FIRE RETIREES OF OHIO","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",10650
40618540,"OHIO PSYCHIATRISTS","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",1350
40618595,"OHIO MANUFACTURED HOMES ASSOCIATION","Uncoded","Uncoded","Uncoded",15.625,84.375,"#B30000AF","#B30000AF",1600
40618623,"OHIO ASSOCIATION OF ADVANCED PRACTICE NURSES","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",600
40618655,"GREATER CLEVELAND PARTNERSHIP","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",7350
40619801,"NAIFA-OHIO","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",1500
4074,"OHIO STATE MEDICAL ASSOCIATION","Health Professionals","Health","Physicians",5.19848771266541,94.8015122873346,"#E60000AF","#E60000AF",52900
4122,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS / NFIB","Business Associations","General Business","Small business organizations",0,100,"#FF0000AF","#FF0000AF",12118.75
4148,"NOVARTIS CORP","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",0,100,"#FF0000AF","#FF0000AF",2000
4159,"OHIO SOCIETY OF CPAS","Accountants","Finance, Insurance & Real Estate","Accountants",2.98507462686567,97.0149253731343,"#F50000AF","#F50000AF",50250
4209,"OHIO OPTOMETRY ASSOCIATION","Health Professionals","Health","Optometrists & ophthalmologists",6.95422535211268,93.0457746478873,"#E00000AF","#E00000AF",56800
423890,"ELEMENT POWER US LLC","Uncoded","Uncoded","Uncoded",11.1111111111111,88.8888888888889,"#C70000AF","#C70000AF",900
424153,"INVENERGY LLC","Miscellaneous Energy","Energy & Natural Resources","Alternative energy production & services",44.4444444444444,55.5555555555556,"#1F0000AF","#1F0000AF",450
43551254,"IRONWORKERS LOCAL 17","General Trade Unions","Labor","Construction unions",0,100,"#FF0000AF","#FF0000AF",3250
43672409,"OHIO FUNERAL DIRECTORS ASSOCIATION","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",5550
43672410,"OHIO PEST CONTROL ASSOCOCIATION -OCAPAC","Uncoded","Uncoded","Uncoded",40,60,"#330000AF","#330000AF",1250
43672454,"OHIO FAIR MANAGERS ASSOCIATION & GREATER OHIO SHOWMEN'S ASSOCIATION","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",3650
43672455,"OREIA","Uncoded","Uncoded","Uncoded",19.2307692307692,80.7692307692308,"#9E0000AF","#9E0000AF",1300
4451,"OHIO ASSOCIATION OF REALTORS","Real Estate","Finance, Insurance & Real Estate","Real estate",16.1508159819921,83.8491840180079,"#AD0000AF","#AD0000AF",177700
453,"CALFEE HALTER & GRISWOLD","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",5.00649906159433,94.9935009384057,"#E60000AF","#E60000AF",31958.46
4688,"THE DOCTORS CO","Insurance","Finance, Insurance & Real Estate","Property & casualty insurance",0,100,"#FF0000AF","#FF0000AF",2000
4697,"TIMKEN CO","Steel","Energy & Natural Resources","Steel manufacturing",0,100,"#FF0000AF","#FF0000AF",3500
4723897,"MARKWEST ENERGY PARTNERS","Electric Utilities","Energy & Natural Resources","Electric power utilities",16.1931818181818,83.8068181818182,"#AD0000AF","#AD0000AF",17600
489,"CARDINAL HEALTH","Health Services","Health","Health care services",1.28205128205128,98.7179487179487,"#FA0000AF","#FA0000AF",39000
4905,"OHIO HOUSE REPUBLICAN CAMPAIGN CMTE","Party Committees","Party","Republican Party committees",0,100,"#FF0000AF","#FF0000AF",675
4906,"OHIO REPUBLICAN PARTY","Party Committees","Party","Republican Party committees",0,100,"#FF0000AF","#FF0000AF",734756.07
